traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
9079.0,2024-05-03 16:00,London,,3514.0,35.2,,Low-Medium,Dry,2536.0
9080.0,19/07/2024 01PM,London,,2475.0,72.0,0.0,Extreme,Wet,2159.0
9081.0,2024-03-15 20:08,London,,918.0,71.4,0.0,,Dry,5804.0
9082.0,2024-02-22 14:34,London,,2135.0,57.3,0.0,Low,Dry,2440.0
9083.0,11/03/2024 10AM,London,,2404.0,58.1,0.0,Low,Dry,4841.0
9084.0,2099-00-00 97:84,London,,1241.0,48.5,1.0,Low,Wet,6052.0
9084.0,2024-02-14 03:10,London,,413.0,,0.0,Medium,Dry,4577.0
9086.0,2024-01-26 14:04,London,,2604.0,51.6,,Medium,Dry,5450.0
9087.0,2024-01-17 22:20,London,,1555.0,60.8,0.0,Low,Dry,7628.0
9088.0,2024-05-16 16:13,London,,3401.0,59.9,0.0,Medium,Dry,
9089.0,18/02/2024 10AM,London,,2512.0,64.6,1.0,Medium,Dry,26555.0
9090.0,2024-06-18 09:55,London,,1907.0,62.8,0.0,Low,Dry,4249.0
9091.0,,London,,1568.0,53.6,0.0,Low,Dry,6261.0
9092.0,2024-08-07 10:29,London,,2260.0,39.0,0.0,Extreme,Dry,7933.0
9093.0,2024-04-03 11:38,London,,1131.0,82.8,0.0,Low,,8889.0
9094.0,15/04/2024 12PM,London,,1635.0,-32.424996239950474,0.0,High,Dry,4314.0
9095.0,2024-04-09 07:26,London,,2849.0,49.2,0.0,Medium,Dry,5826.0
9096.0,2024-04-09 09:04,London,Area_8,30000.0,3.0,0.0,High,Damaged,3467.0
9097.0,04/03/2024 04AM,London,,416.0,76.6,0.0,Low,Dry,
9098.0,2099-00-00 99:79,London,Area_8,0.0,27.3,0.0,Medium,Dry,9361.0
9099.0,2024-03-24 09:00,London,,2398.0,85.4,0.0,Low,Dry,7299.0
9100.0,2024-04-07 10:08,London,,1492.0,83.4,0.0,,Wet,2811.0
9101.0,2024-01-20 23:43,London,,544.0,56.0,0.0,Low,Wet,4015.0
9102.0,2024-01-25 09:37,London,,3675.0,56.2,0.0,Medium,Dry,19616.0
9103.0,2024-02-07 04:10,London,,1054.0,71.4,0.0,,Dry,2079.0
9104.0,2024-01-05 08:30,London,Area_11,2405.0,39.7,0.0,Low,Snowy,21237.0
9105.0,10/02/2024 02PM,London,,2196.0,31.3,0.0,Low,Dry,27911.0
9106.0,,London,,1328.0,64.3,0.0,Low,Dry,6513.0
9107.0,2024-03-23 14:45,London,,2484.0,45.6,0.0,,Damaged,8428.0
9108.0,N/A,London,,20000.0,3.0,0.0,High,Dry,1871.0
9109.0,2024-01-04 01:42,London,,629.0,66.7,0.0,Low,Dry,5213.0
9110.0,2024-03-13 03:08,London,,280.0,60.7,0.0,Low,Wet,5765.0
9111.0,2024-02-26 05:50,London,,699.0,59.2,0.0,Low,Dry,1229.0
9112.0,11/03/2024 07AM,London,,3264.0,21.4,1.0,Medium,Dry,23563.0
9113.0,2024-04-29 08:15,London,,2103.0,25.0,2.0,Low-Medium,Dry,8820.0
9114.0,2024-03-26 14:16,London,,1842.0,-4.1161757168057,50.0,,Dry,1729.0
9115.0,2024-03-14 19:54,London,,2736.0,-29.832020846359896,0.0,Medium,Dry,8707.0
9116.0,2024-12-24 06:49,London,,20000.0,3.0,0.0,High,Dry,8300.0
9117.0,2024-01-01 11:48,London,,3132.0,43.6,0.0,Medium,Dry,4308.0
9118.0,2024-04-16 11:47,London,,1660.0,49.4,0.0,Low,Wet,9764.0
9119.0,2024-05-07 21:38,London,,1123.0,-5.100021584521267,0.0,,Dry,
9120.0,09/03/2024 11PM,London,,19.0,,,Medium,Dry,6404.0
9121.0,TBD,London,,801.0,68.8,0.0,Low,Dry,6579.0
9122.0,N/A,London,,2066.0,60.8,0.0,Low,Wet,3813.0
9123.0,2024-03-26 11:28,London,,2202.0,71.7,0.0,Low,Dry,4319.0
9124.0,23/01/2024 02AM,London,Area_13,1249.0,65.5,100.0,Low,Dry,6064.0
9125.0,N/A,London,,1796.0,66.2,0.0,Low,Wet,24945.0
9126.0,2024-03-24 00:42,London,,708.0,86.3,0.0,Extreme,Dry,7649.0
9127.0,,London,,889.0,65.8,1.0,Low,Dry,6265.0
9128.0,2099-00-00 99:99,London,,1809.0,69.5,0.0,Low,Dry,4545.0
9129.0,2024-09-07 17:56,London,,3729.0,46.5,0.0,Medium,Wet,661.0
9130.0,2024-10-08 11:43,London,,2063.0,-9.565835203995173,0.0,High,Dry,3449.0
9131.0,2024-02-26 01:12,London,,579.0,92.6,0.0,Low,Dry,7802.0
9132.0,2024-04-22 22:24,London,,1541.0,36.5,0.0,Low,Dry,7752.0
9133.0,2024-01-31 00:06,London,,,64.6,0.0,,Dry,5475.0
9134.0,2024-02-21 15:45,London,,2474.0,45.1,0.0,Low-Medium,Dry,4714.0
,2099-00-00 94:67,London,,719.0,82.9,0.0,Low,Dry,7454.0
9136.0,2024-02-08 17:36,London,,5000.0,42.0,0.0,High,Dry,8928.0
9137.0,2024-11-25 04:12,London,,536.0,-42.88254272574396,0.0,High,Dry,7583.0
9138.0,2024-01-18 07:20,London,,2483.0,34.2,0.0,Low,Dry,5503.0
9138.0,2024-12-08 22:21,London,,1817.0,66.0,0.0,Very High,Dry,2077.0
9140.0,2024-03-12 23:18,London,,472.0,63.8,0.0,Low,Snowy,4071.0
9141.0,2099-00-00 93:67,London,,2735.0,79.3,0.0,Medium,Dry,5480.0
9142.0,2024-04-10 13:38,London,,1516.0,40.3,0.0,Low-Medium,Dry,6007.0
9143.0,2099-00-00 99:98,London,,704.0,65.9,0.0,Low,Dry,3093.0
9144.0,2024-02-24 14:40,London,,2539.0,61.0,50.0,Medium,Wet,7829.0
9145.0,31/07/2024 02PM,London,,1236.0,34.7,1.0,Low,Wet,5711.0
9146.0,2024-05-09 11:30,London,,1720.0,76.1,1.0,Low,Dry,1978.0
9147.0,2099-00-00 90:81,London,,3890.0,15.4,0.0,Medium,Snowy,8284.0
9148.0,TBD,London,,16.0,82.9,0.0,Low-Medium,Wet,587.0
9149.0,2024-06-17 07:49,London,,30000.0,3.0,0.0,High,Wet,5176.0
9150.0,15/04/2024 10AM,London,,2635.0,35.6,0.0,,Snowy,3626.0
9151.0,2024-04-25 00:36,London,,351.0,62.3,0.0,Very High,Wet,3550.0
9152.0,13/10/2024 02AM,London,,263.0,87.0,0.0,Very High,Dry,6540.0
9153.0,2024-02-17 04:12,London,,1370.0,45.4,0.0,Low,Dry,6323.0
9154.0,2024-02-14 00:33,London,,687.0,70.2,50.0,Low,Dry,8586.0
9155.0,2024-06-08 11:39,London,,2822.0,69.6,0.0,Medium,Dry,447.0
9156.0,2099-00-00 94:85,London,,956.0,61.8,,Low,Dry,7607.0
9157.0,2024-03-28 05:00,London,,439.0,55.3,0.0,Low,Dry,5580.0
9158.0,2024-04-28 22:04,London,,1678.0,46.5,,Low,Snowy,9786.0
9159.0,2024-02-15 14:30,London,,2028.0,45.9,0.0,Low,Dry,3765.0
9160.0,2024-09-05 21:31,London,,0.0,96.4,0.0,Low,Damaged,8349.0
,2024-11-21 13:04,London,,30000.0,3.0,0.0,High,Dry,16813.0
,,London,,1706.0,50.2,0.0,Low,Dry,1221.0
9163.0,,London,,2635.0,49.2,0.0,Medium,Dry,1945.0
9164.0,,London,,634.0,73.7,0.0,Low,Dry,611.0
9165.0,2024-09-12 07:43,London,,3717.0,26.7,0.0,Medium,Dry,7704.0
9166.0,24/01/2024 10PM,London,,,92.6,1.0,Low,Dry,
9167.0,2024-09-21 11:08,London,,1461.0,64.4,0.0,,Wet,9203.0
9167.0,17/01/2024 06AM,London,,821.0,71.8,0.0,Low,,9432.0
9169.0,2099-00-00 91:98,London,,745.0,50.0,0.0,Low,Dry,7770.0
9170.0,2024-10-10 04:17,London,,1015.0,52.0,0.0,Low,Wet,
9171.0,,London,,229.0,92.4,0.0,Low,Dry,9613.0
9172.0,17/06/2024 01PM,London,,-100.0,72.9,0.0,Low,Dry,9116.0
9173.0,2024-12-16 18:59,London,,2855.0,51.3,0.0,Medium,Dry,8594.0
9174.0,2024-03-27 21:51,London,,1328.0,57.7,0.0,Low,Snowy,4184.0
9175.0,2024-06-25 13:44,London,,1283.0,47.0,0.0,Low,Dry,2787.0
9176.0,09/05/2024 04AM,London,,432.0,86.1,0.0,Low,Dry,9732.0
9177.0,2024-09-16 19:58,London,,1663.0,81.7,0.0,Low,Dry,2271.0
9178.0,2024-01-05 09:36,London,,3424.0,77.1,0.0,Very High,Wet,970.0
9179.0,2099-00-00 95:62,London,,,,0.0,Medium,Dry,
9180.0,2024-03-07 22:51,London,,1078.0,55.3,0.0,Low,Dry,5918.0
9181.0,28/10/2024 03PM,London,,0.0,36.2,1.0,Low,Dry,3181.0
9182.0,,London,,232.0,70.4,0.0,Low,Wet,1938.0
9183.0,2024-04-19 11:54,London,Area_5,1168.0,83.6,50.0,Low,Dry,3217.0
9184.0,,London,,263.0,78.9,0.0,Low,Dry,4165.0
9185.0,2024-01-09 16:57,London,,3335.0,46.1,0.0,Medium,Wet,
9186.0,2024-03-11 07:02,London,,2656.0,76.7,0.0,Medium,Wet,2958.0
9187.0,2024-12-15 19:04,London,,1735.0,55.8,0.0,Low,Dry,7886.0
9188.0,2024-11-08 16:28,London,,3543.0,21.1,0.0,Medium,Dry,15793.0
9189.0,2024-04-15 23:48,London,,695.0,71.7,0.0,Very High,Dry,8826.0
9190.0,2024-03-29 00:08,London,,414.0,69.1,0.0,Low,Dry,3641.0
9191.0,04/04/2024 02PM,London,,2951.0,32.3,1.0,Medium,Dry,524.0
9192.0,01/01/2024 05AM,London,,952.0,55.3,0.0,Low,Dry,8458.0
9193.0,2099-00-00 92:60,London,,1783.0,50.0,0.0,Low,,4883.0
9194.0,2024-03-12 01:44,,,,14.4,0.0,Low,Dry,1097.0
9195.0,2099-00-00 99:76,London,,2057.0,59.6,,Low,,
9196.0,2024-11-24 01:08,London,Area_1,0.0,41.1,0.0,Low,Dry,9440.0
9197.0,,London,,3421.0,15.8,0.0,Medium,Wet,6142.0
9198.0,2099-00-00 94:89,London,,3791.0,53.8,0.0,Medium,Snowy,9592.0
9199.0,2024-02-28 20:24,London,,1820.0,46.0,0.0,Low,Dry,7235.0
9200.0,2024-04-09 19:04,London,,2051.0,53.4,50.0,Low,Dry,8294.0
9201.0,2024-03-29 19:11,London,,1434.0,53.9,0.0,Low,Dry,9217.0
9202.0,2024-05-16 19:00,London,,1788.0,64.9,0.0,Low,Snowy,5413.0
9203.0,2024-04-09 09:10,London,,2999.0,23.1,1.0,Medium,Wet,8368.0
9204.0,2024-02-26 02:48,London,,235.0,85.1,0.0,Low,Dry,2513.0
9205.0,2024-12-17 01:29,London,,574.0,82.3,1.0,Low,Snowy,8397.0
9206.0,,London,,1143.0,63.6,0.0,,Damaged,7171.0
9207.0,22/04/2024 02AM,London,,215.0,70.5,0.0,Low,Dry,5369.0
9208.0,2024-07-08 18:36,London,,3069.0,58.0,0.0,,Snowy,5017.0
9209.0,2024-07-14 07:39,London,,30000.0,3.0,0.0,High,Damaged,5868.0
9210.0,2024-05-30 19:43,London,,1523.0,64.8,0.0,Low,Dry,4982.0
9211.0,2099-00-00 92:94,London,,1772.0,35.2,0.0,Low,Dry,3627.0
9212.0,,London,,220.0,77.6,0.0,Low,Dry,6324.0
9213.0,2024-03-07 01:00,London,,544.0,74.1,1.0,Low,Dry,5200.0
9214.0,2024-06-22 22:14,London,,929.0,-19.321034593408942,0.0,Low,Dry,17568.0
9215.0,,London,,1035.0,80.1,0.0,Low,Dry,4579.0
9216.0,2024-04-18 09:46,London,Area_6,2962.0,-32.67730489010826,0.0,Low,Dry,5602.0
9217.0,24/03/2024 09AM,London,,1837.0,73.2,0.0,Low,Dry,6244.0
9218.0,2024-09-26 09:04,London,,2560.0,73.2,0.0,Medium,Dry,1355.0
9219.0,2024-05-25 02:33,London,,0.0,81.9,30.0,Low,Dry,4117.0
9220.0,2024-02-14 20:52,London,,1627.0,63.9,0.0,Low,Dry,3980.0
9221.0,2024-05-12 19:06,London,,1417.0,63.5,,Low,Damaged,21909.0
9221.0,N/A,London,,3583.0,38.4,0.0,,Dry,7678.0
9223.0,,London,,1600.0,55.1,0.0,Low,,5902.0
9224.0,2099-00-00 94:82,London,,3233.0,26.9,0.0,Medium,Wet,9007.0
9225.0,,London,,253.0,64.0,1.0,Low,Dry,7221.0
9226.0,2024-08-13 12:36,London,,1778.0,64.0,0.0,Low,Dry,3929.0
9227.0,2024-03-18 13:43,London,,1060.0,75.0,0.0,Low,Wet,1984.0
9228.0,,,,582.0,61.6,0.0,Low,Wet,8597.0
9229.0,11/01/2024 06AM,London,,263.0,84.8,0.0,Low,Wet,8905.0
9230.0,20/04/2024 11PM,London,,0.0,108.1,0.0,Low,Dry,3151.0
9231.0,2024-02-11 14:12,London,,1796.0,73.3,20.0,Low,Dry,106.0
9232.0,2024-02-03 08:01,London,,2208.0,26.6,0.0,Medium,Dry,4858.0
9233.0,2024-08-20 15:59,London,,20000.0,3.0,0.0,High,Dry,8310.0
9234.0,2024-03-05 21:14,London,,1905.0,52.7,0.0,Low,Damaged,22083.0
,2024-01-07 04:50,London,,299.0,91.5,0.0,Low,Dry,2573.0
,2024-05-24 15:36,London,,422.0,75.7,0.0,Low,Snowy,4733.0
9237.0,2099-00-00 93:84,London,,1876.0,53.0,0.0,Low,Wet,6198.0
9238.0,2099-00-00 98:97,London,,3395.0,40.4,0.0,Medium,Wet,8966.0
9239.0,2024-02-20 19:24,London,,1769.0,47.5,0.0,Low,Dry,2010.0
9240.0,2024-09-30 07:40,London,,4427.0,-34.113555353812416,0.0,High,Wet,5933.0
9241.0,2024-06-11 14:56,London,,1852.0,59.8,0.0,Low,Damaged,1518.0
9242.0,2024-02-22 07:30,London,,30000.0,3.0,50.0,High,Wet,4758.0
9243.0,2024-09-19 10:00,London,,1762.0,67.4,,Low,Dry,8161.0
9244.0,25/03/2024 06AM,London,,444.0,,0.0,High,Dry,934.0
9245.0,Unknown,London,,1758.0,50.3,0.0,Low,,3671.0
9246.0,2024-11-11 07:39,London,,2831.0,60.7,0.0,Medium,Dry,9307.0
9247.0,2024-10-27 00:05,London,,310.0,70.2,0.0,,Dry,
9248.0,N/A,London,Area_13,729.0,-27.40225398115647,1.0,Medium,Dry,6693.0
9249.0,,London,,1644.0,68.6,0.0,Low,Dry,5803.0
9250.0,2024-01-27 18:51,London,,-100.0,110.2,0.0,Low,Dry,9657.0
9251.0,2024-10-15 12:52,London,,1897.0,27.2,0.0,Medium,Dry,898.0
9252.0,2024-01-23 00:20,London,,-100.0,47.1,30.0,Low,Dry,6282.0
9253.0,2024-03-24 07:04,London,,2658.0,37.2,0.0,Medium,Dry,3005.0
9254.0,2024-01-08 23:35,London,,383.0,74.7,0.0,Low,Dry,5217.0
9255.0,11/04/2024 11AM,London,,1843.0,86.2,1.0,Low,Dry,1231.0
9256.0,2024-02-24 04:10,London,,560.0,102.1,0.0,Low,Dry,7485.0
9257.0,2024-05-11 21:34,London,,1428.0,49.9,0.0,Low,Dry,3100.0
9258.0,2024-01-23 11:06,London,,2494.0,54.2,0.0,Low,Dry,6359.0
9259.0,2099-00-00 98:83,London,,3256.0,50.8,0.0,Medium,Dry,281.0
9260.0,2024-05-15 16:33,London,Area_14,3619.0,63.8,,Medium,Dry,2276.0
9261.0,2024-05-03 15:00,London,,1627.0,75.9,0.0,Low,Damaged,27924.0
9262.0,10/02/2024 10PM,London,,2144.0,47.0,0.0,Low,Dry,8902.0
9263.0,07/05/2024 05AM,London,,472.0,51.8,0.0,Low,Dry,1712.0
,2024-04-21 04:17,London,,626.0,38.5,0.0,Low,Dry,7999.0
9265.0,2024-11-17 09:26,London,,1724.0,63.9,0.0,Low,Dry,1496.0
9266.0,2024-10-03 12:37,London,Area_5,2381.0,,0.0,Medium,Dry,7874.0
9267.0,2024-04-24 20:50,London,Area_9,1541.0,30.6,0.0,Low,,848.0
9268.0,N/A,London,,2512.0,54.0,0.0,Low-Medium,Dry,7513.0
9269.0,2024-04-07 14:40,London,,1913.0,99.2,0.0,Low,Dry,9054.0
,2024-06-02 16:30,London,,3170.0,56.2,0.0,Medium,Dry,6904.0
9271.0,,London,,1194.0,90.0,0.0,Low,Dry,6266.0
9272.0,2024-05-29 14:25,London,,-100.0,22.1,0.0,,Dry,9327.0
9273.0,2024-02-14 19:12,London,Area_8,2317.0,58.4,0.0,Low,Dry,
9274.0,2024-04-02 04:55,London,,49.0,92.4,1.0,Low,Dry,768.0
9275.0,2024-01-04 19:00,London,,30000.0,3.0,,High,Dry,2262.0
9276.0,2024-05-09 08:30,London,,2225.0,54.3,0.0,Low,Dry,1210.0
9277.0,2024-05-14 04:12,London,,362.0,83.7,1.0,Low,Wet,
9278.0,2099-00-00 96:83,London,,3097.0,35.4,0.0,Medium,Dry,6667.0
9279.0,2024-05-31 00:24,London,,374.0,69.1,0.0,Low,Dry,2264.0
9280.0,2024-01-17 08:42,London,,3448.0,11.6,0.0,Medium,Damaged,568.0
9281.0,,London,,431.0,112.6,0.0,Low,Dry,7999.0
9282.0,17/02/2024 08PM,London,,545.0,61.6,0.0,Low,Dry,697.0
9283.0,2024-03-06 00:37,London,,305.0,-48.308600224836255,0.0,Medium,Dry,1024.0
9284.0,2024-07-20 19:00,London,,2109.0,61.2,0.0,Low,,3302.0
9285.0,,London,,371.0,94.6,0.0,Low,Snowy,2360.0
9286.0,2099-00-00 90:76,London,,137.0,72.7,30.0,Low,Dry,7987.0
9287.0,2024-04-05 03:22,London,,155.0,93.7,0.0,Extreme,,
9288.0,2024-06-02 22:19,London,,2089.0,69.6,0.0,Low,Dry,7309.0
9289.0,2024-02-25 03:00,London,,917.0,,0.0,Medium,Wet,4317.0
9290.0,2024-02-03 01:39,London,,429.0,91.5,0.0,Low,Dry,3078.0
9291.0,2024-03-19 09:36,London,,3812.0,42.1,0.0,Medium,,9183.0
9292.0,2024-07-17 02:32,London,,453.0,96.3,1.0,Low,Dry,851.0
9293.0,2024-02-14 16:32,London,,3477.0,10.8,0.0,Medium,Snowy,2623.0
9294.0,2024-06-18 13:14,London,,1564.0,63.8,0.0,Low,Dry,336.0
9295.0,19/06/2024 03AM,London,,188.0,94.6,0.0,Low,Dry,7278.0
9296.0,2024-01-02 14:15,London,,25000.0,3.0,0.0,Extreme,,3407.0
9296.0,2024-05-11 11:57,London,,2119.0,41.0,0.0,Low,Dry,9211.0
9298.0,,London,,30000.0,3.0,0.0,High,,8366.0
9299.0,2024-03-31 10:08,London,,2484.0,48.7,0.0,Low,Wet,9706.0
9300.0,2024-01-13 03:08,London,,460.0,75.4,0.0,Low,Dry,4020.0
9301.0,2024-03-06 09:45,London,,3896.0,12.2,0.0,Extreme,Dry,8889.0
9302.0,18/04/2024 06PM,London,,3945.0,49.7,0.0,Medium,Dry,1027.0
9303.0,2024-02-07 01:54,London,,498.0,79.6,0.0,Low,Dry,5637.0
9304.0,2024-04-08 04:04,London,,675.0,111.3,0.0,Low,Dry,2516.0
9305.0,2024-10-16 08:16,London,,2925.0,44.1,0.0,Medium,Dry,8314.0
9306.0,2024-05-30 12:53,London,,1348.0,87.5,0.0,Low,Damaged,1469.0
9307.0,2024-06-02 18:49,London,,3395.0,35.1,0.0,Medium,Dry,8789.0
9308.0,19/03/2024 04PM,London,,3087.0,56.5,0.0,Medium,Dry,2534.0
9309.0,28/03/2024 08PM,London,,1592.0,68.2,1.0,Low,Wet,26355.0
9310.0,2024-05-22 16:00,London,,2250.0,32.9,0.0,Low,Wet,3011.0
9311.0,2024-06-19 13:36,London,,1385.0,50.3,1.0,Low,Dry,9888.0
9312.0,2024-04-19 05:51,London,,206.0,93.8,0.0,,Dry,9459.0
9313.0,2024-12-14 05:56,London,Area_7,366.0,101.4,0.0,Low,Dry,971.0
9314.0,2024-04-09 20:30,,,1171.0,47.5,0.0,Low,Dry,4221.0
9315.0,2099-00-00 94:80,,,2405.0,52.7,0.0,Low,Dry,3241.0
9316.0,2024-03-24 14:48,London,,3489.0,61.1,0.0,Low-Medium,Dry,3858.0
9317.0,2024-02-14 10:48,London,,2634.0,74.6,0.0,Medium,Wet,7793.0
9318.0,2024-02-10 22:12,London,,0.0,117.6,0.0,Low,Wet,1377.0
9319.0,2024-07-29 09:13,London,,2942.0,29.5,0.0,Medium,Dry,977.0
9320.0,2024-05-20 08:07,London,,2724.0,41.4,,Medium,Dry,8951.0
9321.0,2024-02-17 12:58,London,,20000.0,3.0,0.0,High,Dry,5970.0
9322.0,16/06/2024 06PM,London,,2113.0,47.4,0.0,Low,Dry,9149.0
9323.0,28/12/2024 04AM,London,,57.0,91.0,0.0,Low,Dry,677.0
9324.0,2024-01-01 15:30,London,,3081.0,31.1,0.0,Medium,Wet,8725.0
9324.0,2024-03-12 06:56,London,,591.0,98.7,0.0,Low,Wet,7420.0
9326.0,2024-07-03 00:55,London,,272.0,77.6,0.0,Low,Dry,5653.0
9327.0,2024-05-03 01:13,London,,1130.0,75.0,0.0,Low,Dry,5061.0
